#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
1388000      5.96e-01      2.63e-03      9.16e-02    4.1e-05
1389000      3.81e-01      8.51e-04      5.87e-02    4.1e-05
1390000      3.74e-01      4.25e-03      5.74e-02    4.1e-05
1391000      3.38e-01      2.76e-03      5.21e-02    4.1e-05
1392000      3.50e-01      1.71e-03      5.42e-02    4.1e-05
1393000      3.78e-01      7.34e-04      5.85e-02    4.1e-05
1394000      3.88e-01      1.37e-03      6.00e-02    4.1e-05
1395000      3.66e-01      9.73e-04      5.69e-02    4.0e-05
1396000      4.10e-01      6.90e-04      6.38e-02    4.0e-05
1397000      3.33e-01      7.24e-04      5.18e-02    4.0e-05
1398000      4.09e-01      1.22e-03      6.37e-02    4.0e-05
1399000      3.59e-01      1.27e-03      5.59e-02    4.0e-05
1400000      3.56e-01      5.81e-04      5.57e-02    4.0e-05
1401000      3.64e-01      3.00e-03      5.67e-02    4.0e-05
1402000      3.71e-01      1.41e-03      5.81e-02    4.0e-05
1403000      3.46e-01      1.13e-03      5.41e-02    4.0e-05
1404000      4.07e-01      1.43e-03      6.37e-02    4.0e-05
1405000      3.28e-01      6.31e-04      5.17e-02    3.9e-05
1406000      3.24e-01      4.10e-04      5.11e-02    3.9e-05
1407000      3.57e-01      4.48e-03      5.55e-02    3.9e-05
1408000      4.18e-01      1.88e-03      6.57e-02    3.9e-05
1409000      3.89e-01      5.77e-04      6.12e-02    3.9e-05
1410000      3.74e-01      1.14e-03      5.92e-02    3.9e-05
1411000      3.31e-01      1.17e-03      5.24e-02    3.9e-05
1412000      4.24e-01      6.07e-03      6.61e-02    3.9e-05
1413000      4.45e-01      1.32e-03      7.04e-02    3.9e-05
1414000      3.29e-01      3.35e-03      5.16e-02    3.9e-05
1415000      2.82e-01      1.90e-03      4.48e-02    3.8e-05
1416000      3.15e-01      9.34e-04      5.01e-02    3.8e-05
1417000      5.96e-01      1.02e-03      9.48e-02    3.8e-05
1418000      3.69e-01      8.80e-04      5.88e-02    3.8e-05
1419000      3.55e-01      1.32e-03      5.65e-02    3.8e-05
1420000      3.57e-01      1.08e-03      5.71e-02    3.8e-05
1421000      3.73e-01      1.76e-03      5.96e-02    3.8e-05
1422000      3.71e-01      4.06e-03      5.89e-02    3.8e-05
1423000      3.67e-01      1.23e-03      5.86e-02    3.8e-05
1424000      3.53e-01      1.81e-03      5.64e-02    3.8e-05
1425000      3.64e-01      7.61e-04      5.87e-02    3.8e-05
1426000      3.62e-01      4.66e-03      5.74e-02    3.8e-05
1427000      4.29e-01      1.87e-03      6.90e-02    3.8e-05
1428000      3.23e-01      2.60e-03      5.18e-02    3.8e-05
1429000      3.80e-01      2.36e-03      6.10e-02    3.8e-05
1430000      3.88e-01      2.96e-03      6.26e-02    3.7e-05
1431000      3.26e-01      4.34e-03      5.20e-02    3.7e-05
1432000      3.93e-01      4.30e-03      6.30e-02    3.7e-05
1433000      3.28e-01      2.03e-04      5.31e-02    3.7e-05
1434000      3.79e-01      1.47e-03      6.12e-02    3.7e-05
1435000      3.68e-01      1.71e-03      5.99e-02    3.7e-05
1436000      3.57e-01      1.65e-03      5.80e-02    3.7e-05
1437000      3.30e-01      1.29e-03      5.36e-02    3.7e-05
1438000      3.59e-01      5.13e-04      5.85e-02    3.7e-05
1439000      3.65e-01      2.00e-03      5.93e-02    3.7e-05
1440000      3.66e-01      1.93e-03      5.98e-02    3.6e-05
1441000      3.77e-01      4.09e-03      6.12e-02    3.6e-05
1442000      3.69e-01      1.46e-03      6.04e-02    3.6e-05
1443000      3.14e-01      1.63e-03      5.12e-02    3.6e-05
1444000      3.50e-01      2.08e-03      5.71e-02    3.6e-05
1445000      2.99e-01      5.87e-04      4.92e-02    3.6e-05
1446000      3.30e-01      1.92e-03      5.42e-02    3.6e-05
1447000      3.59e-01      1.47e-03      5.91e-02    3.6e-05
1448000      3.07e-01      4.49e-04      5.06e-02    3.6e-05
1449000      3.27e-01      1.97e-04      5.39e-02    3.6e-05
1450000      3.37e-01      7.37e-04      5.57e-02    3.5e-05
1451000      4.46e-01      1.65e-03      7.37e-02    3.5e-05
1452000      3.63e-01      1.69e-04      6.01e-02    3.5e-05
1453000      3.42e-01      2.25e-03      5.64e-02    3.5e-05
1454000      3.51e-01      2.45e-03      5.80e-02    3.5e-05
1455000      3.37e-01      2.91e-03      5.58e-02    3.5e-05
1456000      3.45e-01      6.90e-04      5.75e-02    3.5e-05
1457000      3.59e-01      3.24e-03      5.93e-02    3.5e-05
1458000      3.01e-01      2.74e-03      4.98e-02    3.5e-05
1459000      3.14e-01      1.78e-03      5.22e-02    3.5e-05
1460000      3.14e-01      7.86e-04      5.25e-02    3.5e-05
1461000      3.36e-01      1.81e-04      5.63e-02    3.5e-05
1462000      3.77e-01      1.37e-03      6.30e-02    3.5e-05
1463000      3.76e-01      1.91e-03      6.29e-02    3.5e-05
1464000      4.13e-01      1.55e-03      6.91e-02    3.5e-05
1465000      3.23e-01      1.52e-03      5.43e-02    3.4e-05
1466000      3.07e-01      1.67e-03      5.15e-02    3.4e-05
1467000      3.76e-01      1.81e-03      6.33e-02    3.4e-05
1468000      3.41e-01      1.37e-03      5.73e-02    3.4e-05
1469000      3.43e-01      4.76e-05      5.79e-02    3.4e-05
1470000      3.64e-01      3.69e-03      6.12e-02    3.4e-05
1471000      3.15e-01      1.33e-03      5.34e-02    3.4e-05
1472000      3.33e-01      4.79e-04      5.64e-02    3.4e-05
1473000      4.69e-01      8.43e-04      7.95e-02    3.4e-05
1474000      4.35e-01      1.50e-03      7.35e-02    3.4e-05
1475000      3.40e-01      6.26e-04      5.79e-02    3.3e-05
1476000      3.40e-01      3.81e-04      5.79e-02    3.3e-05
1477000      3.61e-01      2.17e-03      6.13e-02    3.3e-05
1478000      3.05e-01      1.36e-03      5.18e-02    3.3e-05
1479000      3.35e-01      1.08e-03      5.70e-02    3.3e-05
1480000      3.76e-01      3.21e-03      6.41e-02    3.3e-05
1481000      2.93e-01      1.99e-03      4.99e-02    3.3e-05
1482000      3.85e-01      9.32e-05      6.59e-02    3.3e-05
1483000      3.53e-01      4.82e-04      6.05e-02    3.3e-05
1484000      3.28e-01      4.15e-03      5.54e-02    3.3e-05
1485000      3.14e-01      9.31e-04      5.41e-02    3.3e-05
1486000      3.90e-01      3.17e-03      6.69e-02    3.3e-05
1487000      3.44e-01      7.28e-04      5.92e-02    3.3e-05
1488000      3.67e-01      6.09e-04      6.33e-02    3.3e-05
1489000      3.40e-01      3.69e-04      5.85e-02    3.3e-05
1490000      2.85e-01      2.30e-03      4.91e-02    3.2e-05
1491000      3.10e-01      1.28e-03      5.35e-02    3.2e-05
1492000      3.35e-01      6.91e-04      5.80e-02    3.2e-05
1493000      3.40e-01      5.28e-03      5.77e-02    3.2e-05
1494000      3.92e-01      9.54e-04      6.78e-02    3.2e-05
1495000      3.59e-01      1.74e-04      6.25e-02    3.2e-05
1496000      2.96e-01      3.03e-03      5.11e-02    3.2e-05
1497000      3.26e-01      1.17e-04      5.67e-02    3.2e-05
1498000      3.16e-01      1.71e-03      5.50e-02    3.2e-05
1499000      3.42e-01      2.01e-04      5.96e-02    3.2e-05
1500000      3.37e-01      9.72e-04      5.90e-02    3.2e-05
1501000      3.04e-01      1.20e-03      5.32e-02    3.2e-05
1502000      3.71e-01      7.45e-05      6.50e-02    3.2e-05
1503000      3.06e-01      2.31e-03      5.33e-02    3.2e-05
1504000      3.02e-01      5.30e-04      5.28e-02    3.2e-05
1505000      3.44e-01      1.09e-04      6.05e-02    3.1e-05
1506000      2.96e-01      1.37e-03      5.21e-02    3.1e-05
1507000      3.27e-01      3.98e-04      5.76e-02    3.1e-05
1508000      3.29e-01      1.94e-04      5.80e-02    3.1e-05
1509000      3.36e-01      7.91e-04      5.92e-02    3.1e-05
1510000      3.13e-01      8.18e-04      5.54e-02    3.1e-05
1511000      3.08e-01      6.76e-04      5.45e-02    3.1e-05
1512000      3.58e-01      3.45e-03      6.29e-02    3.1e-05
1513000      2.32e-01      3.82e-03      4.01e-02    3.1e-05
1514000      2.68e-01      4.03e-04      4.74e-02    3.1e-05
1515000      4.05e-01      1.22e-03      7.20e-02    3.1e-05
1516000      3.10e-01      3.33e-03      5.47e-02    3.1e-05
1517000      2.90e-01      2.41e-03      5.13e-02    3.1e-05
1518000      5.85e-01      1.20e-03      1.04e-01    3.1e-05
1519000      3.02e-01      8.70e-04      5.38e-02    3.1e-05
1520000      3.25e-01      1.49e-03      5.80e-02    3.0e-05
1521000      3.45e-01      3.76e-04      6.18e-02    3.0e-05
1522000      3.90e-01      1.21e-03      6.97e-02    3.0e-05
1523000      3.23e-01      6.12e-04      5.79e-02    3.0e-05
1524000      3.25e-01      2.41e-03      5.79e-02    3.0e-05
1525000      3.33e-01      2.21e-03      5.98e-02    3.0e-05
1526000      2.80e-01      1.22e-03      5.04e-02    3.0e-05
1527000      3.31e-01      6.12e-04      5.96e-02    3.0e-05
1528000      3.06e-01      1.78e-03      5.50e-02    3.0e-05
1529000      2.84e-01      3.07e-04      5.12e-02    3.0e-05
1530000      4.53e-01      1.79e-03      8.19e-02    3.0e-05
1531000      2.96e-01      2.76e-03      5.33e-02    3.0e-05
1532000      4.08e-01      8.30e-04      7.39e-02    3.0e-05
1533000      3.32e-01      7.93e-04      6.01e-02    3.0e-05
1534000      3.06e-01      1.37e-03      5.54e-02    3.0e-05
1535000      4.46e-01      7.59e-04      8.12e-02    2.9e-05
1536000      3.55e-01      2.90e-04      6.47e-02    2.9e-05
1537000      2.70e-01      1.10e-04      4.91e-02    2.9e-05
1538000      3.45e-01      1.22e-03      6.27e-02    2.9e-05
1539000      3.44e-01      7.50e-04      6.25e-02    2.9e-05
1540000      3.22e-01      3.16e-05      5.89e-02    2.9e-05
1541000      3.17e-01      2.97e-03      5.76e-02    2.9e-05
1542000      3.28e-01      2.53e-03      5.98e-02    2.9e-05
1543000      3.70e-01      5.27e-05      6.78e-02    2.9e-05
1544000      3.32e-01      4.70e-04      6.07e-02    2.9e-05
1545000      2.98e-01      5.09e-04      5.48e-02    2.9e-05
1546000      3.98e-01      3.23e-04      7.33e-02    2.9e-05
1547000      3.05e-01      2.18e-03      5.59e-02    2.9e-05
1548000      3.03e-01      1.58e-03      5.56e-02    2.9e-05
1549000      3.06e-01      1.90e-03      5.63e-02    2.9e-05
1550000      3.27e-01      9.82e-04      6.05e-02    2.8e-05
1551000      4.00e-01      4.95e-04      7.40e-02    2.8e-05
1552000      2.71e-01      7.32e-04      5.02e-02    2.8e-05
1553000      3.00e-01      1.67e-03      5.54e-02    2.8e-05
1554000      2.91e-01      1.49e-03      5.37e-02    2.8e-05
1555000      4.07e-01      2.91e-03      7.54e-02    2.8e-05
1556000      3.00e-01      1.12e-05      5.58e-02    2.8e-05
1557000      2.99e-01      3.25e-03      5.51e-02    2.8e-05
1558000      3.15e-01      1.93e-03      5.85e-02    2.8e-05
1559000      4.05e-01      7.41e-04      7.54e-02    2.8e-05
1560000      2.51e-01      1.07e-04      4.71e-02    2.8e-05
1561000      3.11e-01      9.45e-04      5.81e-02    2.8e-05
1562000      3.04e-01      1.60e-03      5.69e-02    2.8e-05
1563000      3.48e-01      8.45e-04      6.51e-02    2.8e-05
1564000      2.78e-01      1.82e-03      5.18e-02    2.8e-05
1565000      3.34e-01      4.63e-04      6.30e-02    2.7e-05
1566000      2.90e-01      2.42e-03      5.42e-02    2.7e-05
1567000      2.95e-01      3.51e-04      5.56e-02    2.7e-05
1568000      2.87e-01      2.49e-04      5.40e-02    2.7e-05
1569000      3.04e-01      5.62e-04      5.73e-02    2.7e-05
1570000      2.86e-01      2.78e-03      5.37e-02    2.7e-05
1571000      3.16e-01      2.20e-03      5.96e-02    2.7e-05
1572000      2.82e-01      1.81e-03      5.33e-02    2.7e-05
1573000      3.44e-01      2.30e-03      6.48e-02    2.7e-05
1574000      3.48e-01      3.49e-04      6.59e-02    2.7e-05
1575000      2.68e-01      2.32e-03      5.07e-02    2.7e-05
1576000      3.47e-01      2.25e-03      6.59e-02    2.7e-05
1577000      3.11e-01      2.44e-04      5.92e-02    2.7e-05
1578000      3.00e-01      3.85e-03      5.64e-02    2.7e-05
1579000      2.90e-01      3.73e-04      5.51e-02    2.7e-05
1580000      3.74e-01      3.45e-03      7.12e-02    2.6e-05
1581000      3.09e-01      2.19e-04      5.92e-02    2.6e-05
1582000      2.39e-01      1.04e-05      4.57e-02    2.6e-05
1583000      3.14e-01      7.38e-04      6.00e-02    2.6e-05
1584000      3.07e-01      1.96e-03      5.86e-02    2.6e-05
1585000      2.92e-01      4.29e-04      5.62e-02    2.6e-05
1586000      2.84e-01      1.50e-05      5.47e-02    2.6e-05
1587000      2.92e-01      1.13e-03      5.61e-02    2.6e-05
1588000      3.91e-01      5.32e-05      7.52e-02    2.6e-05
1589000      4.01e-01      1.19e-03      7.72e-02    2.6e-05
1590000      3.03e-01      3.95e-04      5.86e-02    2.6e-05
1591000      2.55e-01      1.21e-03      4.92e-02    2.6e-05
1592000      2.69e-01      1.07e-03      5.20e-02    2.6e-05
1593000      2.84e-01      1.49e-03      5.49e-02    2.6e-05
1594000      2.97e-01      1.15e-03      5.75e-02    2.6e-05
1595000      2.91e-01      9.77e-04      5.67e-02    2.5e-05
1596000      2.77e-01      3.73e-05      5.39e-02    2.5e-05
1597000      3.10e-01      9.31e-04      6.04e-02    2.5e-05
1598000      2.87e-01      7.57e-04      5.58e-02    2.5e-05
1599000      2.83e-01      2.23e-03      5.48e-02    2.5e-05
1600000      5.89e-01      2.85e-03      1.15e-01    2.5e-05
1601000      3.25e-01      5.26e-04      6.36e-02    2.5e-05
1602000      2.99e-01      1.18e-03      5.85e-02    2.5e-05
1603000      2.76e-01      6.94e-04      5.40e-02    2.5e-05
1604000      2.68e-01      8.07e-04      5.25e-02    2.5e-05
1605000      2.70e-01      9.81e-04      5.32e-02    2.5e-05
1606000      3.17e-01      1.76e-03      6.23e-02    2.5e-05
1607000      4.26e-01      1.91e-03      8.38e-02    2.5e-05
1608000      2.68e-01      7.21e-04      5.28e-02    2.5e-05
1609000      2.71e-01      3.06e-04      5.34e-02    2.5e-05
1610000      3.54e-01      3.22e-03      6.95e-02    2.5e-05
1611000      3.16e-01      3.29e-04      6.26e-02    2.5e-05
1612000      2.93e-01      1.31e-03      5.79e-02    2.5e-05
1613000      2.55e-01      5.14e-04      5.04e-02    2.5e-05
1614000      2.65e-01      1.82e-03      5.23e-02    2.5e-05
1615000      2.98e-01      3.39e-03      5.86e-02    2.4e-05
1616000      2.98e-01      3.40e-05      5.94e-02    2.4e-05
1617000      3.18e-01      2.49e-03      6.29e-02    2.4e-05
1618000      3.28e-01      2.33e-03      6.50e-02    2.4e-05
1619000      3.05e-01      2.68e-03      6.03e-02    2.4e-05
1620000      3.51e-01      3.00e-03      6.98e-02    2.4e-05
1621000      2.30e-01      2.05e-03      4.58e-02    2.4e-05
1622000      2.47e-01      1.85e-03      4.91e-02    2.4e-05
1623000      2.44e-01      2.56e-03      4.85e-02    2.4e-05
1624000      2.86e-01      1.51e-03      5.70e-02    2.4e-05
1625000      2.75e-01      1.03e-04      5.54e-02    2.4e-05
1626000      5.89e-01      1.58e-04      1.18e-01    2.4e-05
1627000      2.89e-01      5.54e-04      5.81e-02    2.4e-05
1628000      2.47e-01      3.98e-04      4.96e-02    2.4e-05
1629000      2.94e-01      5.81e-04      5.91e-02    2.4e-05
1630000      2.70e-01      2.33e-04      5.47e-02    2.3e-05
1631000      2.77e-01      2.09e-03      5.59e-02    2.3e-05
1632000      3.17e-01      8.04e-04      6.42e-02    2.3e-05
1633000      2.98e-01      8.54e-05      6.02e-02    2.3e-05
1634000      2.74e-01      9.42e-04      5.53e-02    2.3e-05
1635000      3.11e-01      1.82e-03      6.31e-02    2.3e-05
1636000      3.34e-01      1.53e-03      6.78e-02    2.3e-05
1637000      5.29e-01      1.22e-03      1.08e-01    2.3e-05
1638000      3.01e-01      2.17e-03      6.10e-02    2.3e-05
1639000      2.68e-01      4.15e-04      5.45e-02    2.3e-05
1640000      1.84e-01      2.32e-03      3.71e-02    2.3e-05
1641000      3.03e-01      5.24e-04      6.19e-02    2.3e-05
1642000      2.53e-01      1.12e-03      5.18e-02    2.3e-05
1643000      2.57e-01      4.52e-04      5.25e-02    2.3e-05
1644000      3.08e-01      8.28e-04      6.30e-02    2.3e-05
1645000      2.96e-01      2.82e-03      6.03e-02    2.3e-05
1646000      4.26e-01      1.81e-04      8.77e-02    2.3e-05
1647000      2.47e-01      5.16e-04      5.09e-02    2.3e-05
1648000      2.59e-01      9.16e-04      5.33e-02    2.3e-05
1649000      2.51e-01      1.41e-03      5.14e-02    2.3e-05
1650000      2.66e-01      1.77e-03      5.47e-02    2.2e-05
1651000      2.65e-01      2.75e-03      5.44e-02    2.2e-05
1652000      2.67e-01      1.04e-03      5.52e-02    2.2e-05
1653000      3.89e-01      1.10e-03      8.05e-02    2.2e-05
1654000      3.12e-01      3.76e-03      6.39e-02    2.2e-05
1655000      2.78e-01      7.28e-04      5.78e-02    2.2e-05
1656000      2.72e-01      5.30e-04      5.66e-02    2.2e-05
1657000      2.53e-01      3.17e-04      5.26e-02    2.2e-05
1658000      2.72e-01      1.02e-03      5.66e-02    2.2e-05
1659000      3.18e-01      5.27e-04      6.60e-02    2.2e-05
1660000      2.00e-01      6.46e-04      4.19e-02    2.2e-05
1661000      2.67e-01      6.49e-04      5.59e-02    2.2e-05
1662000      2.70e-01      1.68e-03      5.63e-02    2.2e-05
1663000      2.80e-01      4.36e-04      5.86e-02    2.2e-05
1664000      2.39e-01      6.63e-04      4.99e-02    2.2e-05
1665000      3.11e-01      3.28e-03      6.49e-02    2.2e-05
1666000      3.14e-01      2.03e-03      6.58e-02    2.2e-05
1667000      3.20e-01      1.99e-04      6.73e-02    2.2e-05
1668000      1.98e-01      2.93e-04      4.17e-02    2.2e-05
1669000      2.23e-01      1.21e-03      4.69e-02    2.2e-05
1670000      4.89e-01      2.74e-03      1.03e-01    2.1e-05
1671000      2.66e-01      7.35e-04      5.62e-02    2.1e-05
1672000      2.97e-01      8.26e-04      6.29e-02    2.1e-05
1673000      2.99e-01      1.39e-03      6.31e-02    2.1e-05
1674000      2.41e-01      4.06e-04      5.10e-02    2.1e-05
1675000      2.59e-01      2.36e-03      5.47e-02    2.1e-05
1676000      2.87e-01      1.68e-03      6.09e-02    2.1e-05
1677000      2.34e-01      9.33e-04      4.97e-02    2.1e-05
1678000      2.80e-01      7.37e-05      5.95e-02    2.1e-05
1679000      2.92e-01      7.60e-04      6.22e-02    2.1e-05
1680000      3.25e-01      5.06e-04      6.94e-02    2.1e-05
1681000      2.61e-01      6.71e-04      5.59e-02    2.1e-05
1682000      2.90e-01      1.54e-03      6.19e-02    2.1e-05
1683000      2.72e-01      9.43e-04      5.81e-02    2.1e-05
1684000      2.65e-01      2.38e-03      5.63e-02    2.1e-05
1685000      3.65e-01      3.71e-04      7.84e-02    2.1e-05
1686000      3.13e-01      1.15e-03      6.73e-02    2.1e-05
1687000      3.06e-01      7.13e-04      6.58e-02    2.1e-05
1688000      2.28e-01      2.19e-03      4.87e-02    2.1e-05
1689000      2.82e-01      1.52e-03      6.05e-02    2.1e-05
1690000      2.63e-01      1.18e-03      5.68e-02    2.0e-05
1691000      2.47e-01      6.29e-04      5.34e-02    2.0e-05
1692000      2.40e-01      1.42e-03      5.18e-02    2.0e-05
1693000      2.43e-01      3.45e-04      5.25e-02    2.0e-05
1694000      2.35e-01      2.38e-04      5.07e-02    2.0e-05
1695000      2.77e-01      6.24e-04      6.02e-02    2.0e-05
1696000      2.32e-01      3.03e-04      5.05e-02    2.0e-05
1697000      2.72e-01      4.42e-05      5.92e-02    2.0e-05
1698000      2.61e-01      2.23e-03      5.64e-02    2.0e-05
1699000      3.05e-01      1.64e-03      6.61e-02    2.0e-05
1700000      2.87e-01      4.26e-03      6.16e-02    2.0e-05
1701000      2.52e-01      7.33e-04      5.51e-02    2.0e-05
1702000      2.31e-01      1.31e-03      5.03e-02    2.0e-05
1703000      2.57e-01      3.87e-04      5.62e-02    2.0e-05
1704000      2.38e-01      4.20e-04      5.19e-02    2.0e-05
1705000      2.47e-01      1.79e-03      5.41e-02    2.0e-05
1706000      2.52e-01      5.58e-05      5.54e-02    2.0e-05
1707000      2.37e-01      3.55e-05      5.21e-02    2.0e-05
1708000      3.17e-01      3.96e-03      6.87e-02    2.0e-05
1709000      2.70e-01      2.56e-03      5.89e-02    2.0e-05
1710000      2.43e-01      1.47e-04      5.37e-02    1.9e-05
1711000      3.03e-01      2.02e-03      6.67e-02    1.9e-05
1712000      2.35e-01      1.91e-03      5.17e-02    1.9e-05
1713000      2.65e-01      1.70e-04      5.85e-02    1.9e-05
1714000      2.73e-01      6.44e-04      6.04e-02    1.9e-05
1715000      2.65e-01      1.02e-03      5.89e-02    1.9e-05
1716000      2.68e-01      3.29e-03      5.87e-02    1.9e-05
1717000      2.48e-01      2.34e-03      5.48e-02    1.9e-05
1718000      2.50e-01      9.74e-04      5.55e-02    1.9e-05
1719000      2.64e-01      1.52e-03      5.85e-02    1.9e-05
1720000      2.54e-01      4.60e-04      5.66e-02    1.9e-05
1721000      2.51e-01      1.04e-03      5.60e-02    1.9e-05
1722000      3.31e-01      1.39e-03      7.38e-02    1.9e-05
1723000      2.52e-01      9.76e-04      5.62e-02    1.9e-05
1724000      2.34e-01      1.11e-03      5.21e-02    1.9e-05
1725000      2.59e-01      1.32e-03      5.80e-02    1.9e-05
1726000      2.38e-01      6.04e-04      5.35e-02    1.9e-05
1727000      2.59e-01      4.58e-05      5.83e-02    1.9e-05
1728000      2.69e-01      1.42e-03      6.03e-02    1.9e-05
1729000      2.86e-01      1.01e-04      6.43e-02    1.9e-05
1730000      2.64e-01      2.42e-04      5.96e-02    1.9e-05
1731000      2.36e-01      8.55e-04      5.32e-02    1.9e-05
1732000      2.55e-01      1.95e-03      5.73e-02    1.9e-05
1733000      2.34e-01      4.37e-04      5.29e-02    1.9e-05
1734000      2.81e-01      2.47e-04      6.35e-02    1.9e-05
1735000      2.44e-01      1.29e-03      5.52e-02    1.8e-05
1736000      2.53e-01      1.50e-03      5.73e-02    1.8e-05
1737000      2.63e-01      4.22e-04      5.98e-02    1.8e-05
1738000      2.92e-01      1.26e-03      6.63e-02    1.8e-05
1739000      2.79e-01      4.80e-04      6.33e-02    1.8e-05
1740000      2.55e-01      2.81e-05      5.83e-02    1.8e-05
1741000      4.11e-01      2.53e-03      9.35e-02    1.8e-05
1742000      2.63e-01      3.38e-03      5.91e-02    1.8e-05
1743000      2.31e-01      2.35e-03      5.24e-02    1.8e-05
1744000      2.71e-01      7.85e-04      6.18e-02    1.8e-05
1745000      2.76e-01      3.35e-04      6.34e-02    1.8e-05
1746000      2.47e-01      9.57e-04      5.65e-02    1.8e-05
1747000      2.46e-01      8.58e-04      5.65e-02    1.8e-05
1748000      2.49e-01      3.62e-03      5.61e-02    1.8e-05
1749000      2.50e-01      6.46e-04      5.73e-02    1.8e-05
1750000      2.38e-01      1.27e-03      5.48e-02    1.8e-05
1751000      2.66e-01      2.02e-03      6.11e-02    1.8e-05
1752000      2.41e-01      8.61e-04      5.56e-02    1.8e-05
1753000      2.43e-01      3.47e-03      5.52e-02    1.8e-05
1754000      2.46e-01      7.66e-04      5.67e-02    1.8e-05
1755000      2.49e-01      1.34e-04      5.78e-02    1.8e-05
1756000      2.26e-01      4.53e-04      5.24e-02    1.8e-05
1757000      2.45e-01      2.28e-03      5.64e-02    1.8e-05
1758000      2.68e-01      1.56e-03      6.20e-02    1.8e-05
1759000      3.28e-01      1.34e-04      7.61e-02    1.8e-05
1760000      2.51e-01      5.45e-04      5.84e-02    1.7e-05
1761000      2.72e-01      1.05e-03      6.34e-02    1.7e-05
1762000      3.28e-01      7.69e-05      7.65e-02    1.7e-05
1763000      2.46e-01      1.02e-03      5.74e-02    1.7e-05
1764000      2.49e-01      1.83e-03      5.79e-02    1.7e-05
1765000      2.31e-01      8.96e-04      5.42e-02    1.7e-05
1766000      2.12e-01      3.79e-04      4.97e-02    1.7e-05
1767000      2.14e-01      2.95e-03      4.94e-02    1.7e-05
1768000      2.39e-01      3.32e-03      5.52e-02    1.7e-05
1769000      2.25e-01      1.41e-03      5.26e-02    1.7e-05
1770000      2.50e-01      3.20e-04      5.89e-02    1.7e-05
1771000      4.34e-01      4.48e-04      1.02e-01    1.7e-05
1772000      2.45e-01      6.94e-04      5.77e-02    1.7e-05
1773000      2.74e-01      1.39e-03      6.44e-02    1.7e-05
1774000      2.28e-01      1.81e-03      5.35e-02    1.7e-05
1775000      2.33e-01      2.19e-03      5.49e-02    1.7e-05
1776000      2.56e-01      2.95e-03      5.99e-02    1.7e-05
1777000      2.66e-01      3.74e-03      6.21e-02    1.7e-05
1778000      2.39e-01      1.59e-03      5.65e-02    1.7e-05
1779000      2.43e-01      2.61e-04      5.77e-02    1.7e-05
1780000      3.01e-01      8.39e-05      7.18e-02    1.7e-05
1781000      2.37e-01      8.71e-04      5.65e-02    1.7e-05
1782000      2.31e-01      2.11e-03      5.48e-02    1.7e-05
1783000      2.21e-01      3.97e-04      5.27e-02    1.7e-05
1784000      2.19e-01      8.79e-04      5.21e-02    1.7e-05
1785000      2.53e-01      1.01e-03      6.07e-02    1.6e-05
1786000      2.53e-01      2.87e-03      5.99e-02    1.6e-05
1787000      2.21e-01      1.21e-04      5.31e-02    1.6e-05
1788000      2.31e-01      7.76e-04      5.54e-02    1.6e-05
1789000      4.15e-01      4.41e-05      9.95e-02    1.6e-05
1790000      2.41e-01      3.34e-03      5.71e-02    1.6e-05
1791000      2.49e-01      6.14e-05      6.01e-02    1.6e-05
1792000      2.35e-01      1.36e-03      5.66e-02    1.6e-05
1793000      2.21e-01      6.20e-04      5.34e-02    1.6e-05
1794000      2.58e-01      5.19e-04      6.23e-02    1.6e-05
1795000      2.16e-01      3.72e-04      5.23e-02    1.6e-05
1796000      2.21e-01      7.91e-04      5.36e-02    1.6e-05
1797000      2.30e-01      9.60e-04      5.56e-02    1.6e-05
1798000      2.60e-01      1.04e-03      6.30e-02    1.6e-05
1799000      2.20e-01      8.15e-04      5.33e-02    1.6e-05
1800000      2.33e-01      1.66e-04      5.68e-02    1.6e-05
1801000      5.23e-01      7.54e-04      1.27e-01    1.6e-05
1802000      2.52e-01      1.97e-04      6.13e-02    1.6e-05
1803000      2.22e-01      1.79e-03      5.39e-02    1.6e-05
1804000      2.15e-01      1.04e-03      5.23e-02    1.6e-05
1805000      2.26e-01      1.44e-03      5.51e-02    1.6e-05
1806000      3.18e-01      4.77e-04      7.79e-02    1.6e-05
1807000      2.32e-01      8.33e-04      5.68e-02    1.6e-05
1808000      2.35e-01      7.09e-04      5.75e-02    1.6e-05
1809000      2.48e-01      1.28e-03      6.06e-02    1.6e-05
1810000      2.48e-01      3.69e-03      6.00e-02    1.5e-05
1811000      2.08e-01      1.51e-03      5.11e-02    1.5e-05
1812000      2.26e-01      7.51e-04      5.56e-02    1.5e-05
1813000      3.09e-01      8.77e-04      7.62e-02    1.5e-05
1814000      2.59e-01      1.01e-03      6.37e-02    1.5e-05
1815000      2.85e-01      6.14e-05      7.05e-02    1.5e-05
1816000      2.45e-01      1.05e-04      6.07e-02    1.5e-05
1817000      2.37e-01      6.64e-04      5.87e-02    1.5e-05
1818000      2.45e-01      2.39e-03      6.02e-02    1.5e-05
1819000      2.56e-01      5.29e-04      6.35e-02    1.5e-05
1820000      2.36e-01      1.24e-03      5.86e-02    1.5e-05
1821000      2.12e-01      1.24e-03      5.26e-02    1.5e-05
1822000      2.12e-01      3.63e-04      5.28e-02    1.5e-05
1823000      2.47e-01      9.19e-04      6.14e-02    1.5e-05
